subscription_id,customer_id,plan_tier,mrr_value,start_date,end_date,status,billing_cycle
912,834,Enterprise,1100.26,2026-05-01,,active,monthly
913,835,Basic,59.9,2025-04-01,2025-05-01,canceled,monthly
914,836,Basic,59.15,2025-05-01,2025-08-01,canceled,monthly
915,837,Basic,63.51,2024-12-01,,active,monthly
916,838,Enterprise,1102.52,2025-02-01,2025-03-01,canceled,monthly
917,839,Pro,257.53,2025-08-01,,active,monthly
918,840,Basic,56.4,2026-05-01,,active,monthly
919,841,Basic,46.55,2025-02-01,2026-08-01,canceled,monthly
920,842,Pro,209.44,2025-05-01,,active,monthly
921,843,Pro,219.16,2025-12-01,2026-02-01,canceled,monthly
922,844,Basic,58.59,2025-04-01,2025-08-01,canceled,monthly
923,845,Pro,187.63,2025-08-01,,active,monthly
924,846,Basic,52.22,2025-05-01,,active,monthly
925,847,Pro,244.21,2025-01-01,,active,monthly
926,848,Basic,61.89,2024-10-01,,active,monthly
927,849,Basic,57.34,2025-03-01,,active,monthly
928,850,Basic,42.9,2025-05-01,,active,monthly
929,851,Pro,217.89,2025-07-01,,active,monthly
930,852,Basic,57.36,2025-09-01,2026-02-01,canceled,monthly
931,853,Basic,43.72,2025-02-01,2026-04-01,canceled,monthly
932,854,Basic,42.28,2025-06-01,2026-03-01,canceled,monthly
933,855,Pro,227.9,2025-12-01,,active,monthly
934,856,Basic,44.28,2025-09-01,,active,monthly
935,857,Pro,257.98,2025-03-01,,active,monthly
936,858,Pro,240.5,2025-05-01,2025-09-01,canceled,monthly
937,859,Basic,51.86,2025-02-01,,active,monthly
938,860,Basic,42.49,2024-10-01,2025-09-01,upgraded,monthly
939,860,Pro,183.11,2025-10-01,2026-08-01,canceled,monthly
940,861,Pro,204.24,2026-02-01,,active,monthly
941,862,Pro,212.93,2025-08-01,2026-06-01,canceled,monthly
942,863,Pro,223.89,2025-09-01,,active,monthly
943,864,Basic,54.77,2025-01-01,2026-04-01,canceled,monthly
944,865,Enterprise,1040.57,2025-03-01,2026-05-01,canceled,monthly
945,866,Pro,212.06,2026-04-01,2026-06-01,canceled,monthly
946,867,Basic,51.28,2025-10-01,2026-03-01,canceled,monthly
947,868,Pro,208.99,2025-08-01,,active,monthly
948,869,Enterprise,949.33,2025-06-01,,active,monthly
949,870,Basic,45.79,2025-04-01,2026-05-01,canceled,monthly
950,871,Pro,229.44,2026-01-01,,active,monthly
951,872,Pro,234.96,2025-05-01,,active,monthly
952,873,Pro,199.9,2025-11-01,,active,monthly
953,874,Pro,218.24,2026-02-01,,active,monthly
954,875,Basic,42.88,2025-08-01,2025-09-01,canceled,monthly
955,876,Pro,238.86,2025-01-01,,active,monthly
956,877,Pro,226.94,2025-09-01,,active,monthly
957,878,Pro,225.05,2025-09-01,,active,monthly
958,879,Enterprise,945.6,2025-12-01,,active,monthly
959,880,Pro,200.68,2025-04-01,,active,monthly
960,881,Basic,45.85,2025-02-01,,active,monthly
961,882,Basic,55.66,2025-11-01,2025-12-01,canceled,monthly
962,883,Enterprise,1160.6,2025-08-01,,active,monthly
963,884,Basic,47.77,2025-04-01,2025-07-01,canceled,monthly
964,885,Basic,46.82,2025-08-01,,active,monthly
965,886,Basic,52.16,2025-01-01,,active,monthly
966,887,Pro,181.79,2025-04-01,,active,monthly
967,888,Enterprise,932.17,2025-06-01,,active,monthly
968,889,Basic,48.18,2025-03-01,2025-09-01,canceled,monthly
969,890,Pro,239.78,2025-10-01,,active,monthly
970,891,Pro,232.46,2025-05-01,2026-01-01,canceled,monthly
971,892,Pro,234.26,2025-07-01,2026-05-01,canceled,monthly
972,893,Pro,235.16,2025-04-01,,active,monthly
973,894,Pro,256.33,2026-01-01,,active,monthly
974,895,Basic,43.79,2025-01-01,,active,monthly
975,896,Basic,54.12,2025-06-01,,active,monthly
976,897,Basic,60.58,2025-09-01,2026-05-01,canceled,monthly
977,898,Basic,62.46,2025-04-01,2025-06-01,canceled,monthly
978,899,Pro,230.4,2025-12-01,2026-04-01,canceled,monthly
979,900,Pro,219.88,2025-05-01,,active,monthly
980,901,Enterprise,1073.11,2025-06-01,2025-11-01,canceled,monthly
981,902,Pro,196.65,2024-10-01,2025-08-01,canceled,monthly
982,903,Basic,61.96,2025-04-01,2025-12-01,upgraded,monthly
983,903,Pro,177.57,2026-01-01,2027-01-01,canceled,monthly
984,904,Pro,254.05,2024-12-01,,active,monthly
985,905,Pro,171.51,2025-05-01,,active,monthly
986,906,Pro,-188.39,2025-01-01,,active,monthly
987,907,Basic,47.38,2025-03-01,2026-05-01,canceled,monthly
988,908,Basic,63.7,2025-01-01,2025-05-01,canceled,monthly
989,909,Basic,53.62,2025-11-01,,active,monthly
990,910,Pro,212.23,2024-10-01,,active,monthly
991,911,Basic,58.18,2026-01-01,2026-06-01,canceled,monthly
992,912,Pro,179.46,2025-04-01,2026-01-01,canceled,monthly
993,913,Basic,56.66,2025-08-01,2026-03-01,canceled,monthly
994,914,Basic,59.31,2025-08-01,2025-12-01,canceled,monthly
995,915,Basic,49.94,2025-04-01,2025-05-01,canceled,monthly
996,916,Basic,41.86,2025-02-01,2026-07-01,canceled,monthly
997,917,Basic,47.56,2025-10-01,2026-02-01,canceled,monthly
998,918,Basic,0.0,2025-07-01,2026-03-01,canceled,monthly
999,919,Basic,47.51,2026-01-01,,active,monthly
1000,920,Basic,46.04,2025-04-01,,active,monthly
1001,921,Basic,46.6,2025-04-01,2025-05-01,canceled,monthly
1002,922,Pro,243.62,2025-07-01,2026-04-01,canceled,monthly
1003,923,Pro,186.87,2025-02-01,2025-07-01,canceled,monthly
1004,924,Pro,237.1,2024-10-01,,active,monthly
1005,925,Pro,213.56,2025-07-01,,active,monthly
1006,926,Basic,43.3,2024-09-01,2024-10-01,canceled,monthly
1007,927,Basic,63.46,2026-02-01,,active,monthly
1008,928,Pro,211.4,2025-12-01,,active,monthly
1009,929,Pro,195.06,2025-02-01,,active,monthly
1010,930,Pro,239.52,2026-03-01,,active,monthly
1011,931,Pro,202.01,2024-11-01,2024-12-01,canceled,monthly
1012,932,Basic,53.28,2025-05-01,,active,monthly
1013,933,Basic,45.17,2025-05-01,,active,monthly
1014,934,Pro,191.7,2025-04-01,2026-03-01,upgraded,monthly
1015,934,Enterprise,979.96,2026-04-01,2027-05-01,downgraded,monthly
1016,934,Basic,53.27,2027-06-01,,active,monthly
1017,935,Pro,204.84,2025-10-01,,active,monthly
1018,936,Basic,46.5,2025-04-01,2025-09-01,canceled,monthly
1019,937,Basic,55.83,2025-05-01,2025-07-01,upgraded,monthly
1020,937,Pro,217.85,2025-08-01,2025-09-01,canceled,monthly
1021,938,Basic,63.42,2025-06-01,2025-09-01,canceled,monthly
1022,939,Pro,195.96,2025-05-01,2025-06-01,canceled,monthly
1023,940,Basic,53.34,2025-06-01,,active,monthly
1024,941,Pro,238.86,2025-01-01,2025-07-01,canceled,monthly
1025,942,Basic,50.95,2025-06-01,2025-12-01,canceled,monthly
1026,943,Basic,53.25,2025-09-01,2025-10-01,canceled,monthly
1027,944,Enterprise,1097.04,2024-12-01,2026-02-01,downgraded,monthly
1028,944,Pro,184.79,2026-03-01,,active,monthly
1029,945,Basic,49.66,2025-11-01,,active,monthly
1030,946,Pro,213.28,2025-12-01,2026-07-01,downgraded,monthly
1031,946,Basic,58.25,2026-08-01,2026-08-01,canceled,monthly
1032,947,Enterprise,827.82,2025-02-01,,active,monthly
1033,948,Enterprise,1153.57,2025-02-01,,active,monthly
1034,949,Basic,42.05,2025-06-01,2025-08-01,canceled,monthly
1035,950,Basic,47.17,2026-02-01,2026-03-01,canceled,monthly
1036,951,Basic,56.98,2025-09-01,,active,monthly
1037,952,Basic,54.2,2025-02-01,,active,monthly
1038,953,Pro,189.74,2025-09-01,2026-06-01,canceled,monthly
1039,954,Basic,55.83,2025-07-01,,active,monthly
1040,955,Basic,43.78,2025-04-01,,active,monthly
1041,956,Basic,51.89,2025-05-01,2026-01-01,upgraded,monthly
1042,956,Pro,248.49,2026-02-01,2027-01-01,canceled,monthly
1043,957,Basic,44.31,2025-06-01,2026-08-01,canceled,monthly
1044,958,Pro,222.47,2025-09-01,,active,monthly
1045,959,Pro,176.03,2026-01-01,2026-05-01,canceled,monthly
1046,960,Basic,42.67,2026-03-01,,active,monthly
1047,961,Enterprise,839.17,2025-05-01,,active,monthly
1048,962,Basic,54.18,2025-10-01,2025-11-01,canceled,monthly
1049,963,Enterprise,1083.58,2024-11-01,2025-06-01,canceled,monthly
1050,964,Pro,195.13,2025-05-01,2026-04-01,canceled,monthly
1051,965,Pro,245.84,2025-07-01,2026-01-01,canceled,monthly
1052,966,Basic,58.46,2025-10-01,,active,monthly
1053,967,Basic,49.72,2025-07-01,2026-06-01,canceled,monthly
1054,968,Enterprise,908.76,2025-10-01,,active,monthly
1055,969,Basic,51.9,2024-11-01,2025-02-01,canceled,monthly
1056,970,Pro,255.27,2025-04-01,2026-07-01,canceled,monthly
1057,971,Basic,62.85,2024-12-01,2025-04-01,canceled,monthly
1058,972,Pro,227.14,2025-08-01,,active,monthly
1059,973,Basic,51.54,2025-07-01,2025-12-01,canceled,monthly
1060,974,Enterprise,1128.06,2025-07-01,,active,monthly
1061,975,Pro,221.53,2026-01-01,,active,monthly
1062,976,Pro,252.31,2025-05-01,2025-07-01,canceled,monthly
1063,977,Pro,174.97,2025-04-01,2025-09-01,canceled,monthly
1064,978,Basic,41.67,2025-05-01,,active,monthly
1065,979,Basic,48.79,2025-05-01,2025-07-01,canceled,monthly
1066,980,Basic,43.48,2025-04-01,2025-12-01,canceled,monthly
1067,981,Basic,62.47,2025-09-01,,active,monthly
1068,982,Pro,206.51,2025-04-01,2026-03-01,canceled,monthly
1069,983,Pro,255.97,2025-02-01,2026-07-01,canceled,monthly
1070,984,Basic,54.2,2025-03-01,2025-10-01,canceled,monthly
1071,985,Basic,60.45,2026-04-01,,active,monthly
1072,986,Pro,212.67,2026-02-01,,active,monthly
1073,987,Basic,58.58,2025-04-01,2026-05-01,canceled,monthly
1074,988,Basic,55.94,2025-03-01,2025-08-01,canceled,monthly
1075,989,Basic,43.89,2025-04-01,2025-08-01,canceled,monthly
1076,990,Basic,47.31,2025-09-01,2026-03-01,canceled,monthly
1077,991,Basic,55.31,2025-08-01,,active,monthly
1078,992,Pro,175.9,2025-06-01,2026-04-01,downgraded,monthly
1079,992,Basic,47.65,2026-05-01,,active,monthly
1080,993,Basic,54.11,2025-10-01,,active,monthly
1081,994,Basic,58.78,2025-08-01,,active,monthly
1082,995,Pro,219.11,2024-12-01,2026-05-01,canceled,monthly
1083,996,Pro,246.22,2025-06-01,2026-02-01,downgraded,monthly
1084,996,Basic,41.97,2026-03-01,2026-06-01,canceled,monthly
1085,997,Pro,174.87,2025-03-01,,active,monthly
1086,998,Pro,240.12,2025-03-01,,active,monthly
1087,999,Pro,232.58,2025-02-01,2025-03-01,canceled,monthly
1088,1000,Basic,51.81,2025-05-01,2025-10-01,canceled,monthly
1089,1001,Basic,47.01,2024-12-01,,active,monthly
1090,1002,Basic,47.01,2025-05-01,2026-04-01,canceled,monthly
1091,1003,Pro,246.32,2025-10-01,,active,monthly
1092,1004,Pro,225.46,2025-12-01,,active,monthly
1093,1005,Enterprise,1115.73,2026-02-01,,active,monthly
1094,1006,Enterprise,790.83,2025-01-01,2025-10-01,downgraded,monthly
1095,1006,Basic,52.02,2025-11-01,2026-10-01,canceled,monthly
1096,1007,Pro,200.87,2025-04-01,,active,monthly
1097,1008,Pro,205.63,2025-05-01,2025-09-01,canceled,monthly
1098,1009,Pro,219.64,2024-12-01,,active,monthly
1099,1010,Basic,54.67,2026-01-01,,active,monthly
1100,1011,Pro,255.96,2024-12-01,2025-12-01,downgraded,monthly
1101,1011,Basic,52.83,2026-01-01,2026-09-01,canceled,monthly
1102,1012,Pro,225.57,2025-05-01,,active,monthly
1103,1013,Pro,229.13,2025-03-01,,active,monthly
1104,1014,Basic,58.14,2025-12-01,2026-05-01,canceled,monthly
1105,1015,Basic,53.94,2025-06-01,2026-06-01,canceled,monthly
1106,1016,Enterprise,1108.93,2025-04-01,2025-05-01,canceled,monthly
1107,1017,Pro,192.76,2025-05-01,2025-12-01,canceled,monthly
1108,1018,Basic,60.44,2025-02-01,2026-07-01,canceled,monthly
1109,1019,Pro,249.53,2025-08-01,,active,monthly
1110,1020,Basic,43.27,2025-01-01,2025-10-01,canceled,monthly
1111,1021,Pro,205.58,2025-09-01,2025-12-01,canceled,monthly
1112,1022,Basic,56.04,2025-03-01,2025-12-01,upgraded,monthly
1113,1022,Enterprise,1046.7,2026-01-01,2026-02-01,canceled,monthly
1114,1023,Pro,196.35,2025-04-01,,active,monthly
1115,1024,Enterprise,961.69,2025-08-01,,active,monthly
1116,1025,Pro,213.31,2024-11-01,2025-10-01,canceled,monthly
1117,1026,Basic,46.32,2025-02-01,2025-04-01,canceled,monthly
1118,1027,Pro,242.44,2025-05-01,2025-12-01,canceled,monthly
1119,1028,Pro,249.49,2025-07-01,,active,monthly
1120,1029,Enterprise,924.57,2025-07-01,2026-04-01,downgraded,monthly
1121,1029,Basic,60.62,2026-05-01,2026-07-01,canceled,monthly
1122,1030,Basic,61.36,2025-01-01,,active,monthly
1123,1031,Basic,46.98,2025-04-01,2026-04-01,canceled,monthly
1124,1032,Basic,53.51,2025-02-01,,active,monthly
1125,1033,Basic,46.45,2025-04-01,2026-04-01,canceled,monthly
1126,1034,Pro,193.49,2025-10-01,,active,monthly
1127,1035,Basic,56.08,2025-08-01,2026-01-01,canceled,monthly
1128,1036,Pro,247.27,2025-10-01,2026-01-01,downgraded,monthly
1129,1036,Basic,48.49,2026-02-01,2026-08-01,canceled,monthly
1130,1037,Pro,208.37,2025-05-01,2025-09-01,canceled,monthly
1131,1038,Basic,50.95,2025-01-01,2025-07-01,canceled,monthly
1132,1039,Pro,236.55,2025-05-01,,active,monthly
1133,1040,Enterprise,953.8,2025-06-01,,active,monthly
1134,1041,Basic,61.58,2025-03-01,2025-06-01,canceled,monthly
1135,1042,Basic,52.41,2025-01-01,2025-08-01,canceled,monthly
1136,1043,Basic,60.18,2025-01-01,2025-12-01,canceled,monthly
1137,1044,Pro,182.39,2025-11-01,2026-02-01,canceled,monthly
1138,1045,Pro,172.27,2025-06-01,,active,monthly
1139,1046,Basic,59.37,2025-06-01,,active,monthly
1140,1047,Pro,199.75,2025-01-01,,active,monthly
1141,1048,Basic,59.3,2025-01-01,2026-07-01,canceled,monthly
1142,1049,Basic,61.17,2025-07-01,,active,monthly
1143,1050,Pro,248.99,2026-02-01,,active,monthly
1144,1051,Pro,213.97,2025-01-01,2025-06-01,downgraded,monthly
1145,1051,Basic,59.39,2025-07-01,,active,monthly
1146,1052,Basic,57.08,2025-03-01,,active,monthly
1147,1053,Pro,258.51,2025-08-01,2026-07-01,canceled,monthly
1148,1054,Enterprise,1049.46,2025-08-01,2026-03-01,downgraded,monthly
1149,1054,Pro,250.3,2026-04-01,,active,monthly
1150,1055,Basic,57.62,2024-11-01,2024-12-01,canceled,monthly
1151,1056,Basic,49.0,2025-05-01,,active,monthly
1152,1057,Basic,46.62,2025-03-01,2025-06-01,upgraded,monthly
1153,1057,Pro,210.93,2025-07-01,,active,monthly
1154,1058,Basic,55.25,2025-04-01,2026-01-01,canceled,monthly
1155,1059,Pro,222.76,2025-03-01,2025-12-01,canceled,monthly
1156,1060,Pro,248.39,2025-12-01,,active,monthly
1157,1061,Pro,242.61,2024-12-01,2025-06-01,canceled,monthly
1158,1062,Basic,51.57,2025-12-01,2026-02-01,canceled,monthly
1159,1063,Basic,54.88,2024-12-01,2025-07-01,canceled,monthly
1160,1064,Enterprise,933.86,2025-06-01,,active,monthly
1161,1065,Basic,44.42,2025-02-01,2025-10-01,upgraded,monthly
1162,1065,Pro,222.58,2025-11-01,2026-08-01,downgraded,monthly
1163,1065,Basic,50.55,2026-09-01,2026-12-01,canceled,monthly
1164,1066,Basic,60.08,2024-10-01,2026-07-01,canceled,monthly
1165,1067,Pro,182.86,2025-04-01,2026-06-01,canceled,monthly
1166,1068,Pro,220.63,2025-09-01,,active,monthly
1167,1069,Basic,54.78,2025-01-01,2025-10-01,canceled,monthly
1168,1070,Enterprise,1099.0,2025-11-01,,active,monthly
1169,1071,Basic,43.18,2025-09-01,,active,monthly
1170,1072,Enterprise,1086.84,2025-08-01,2025-12-01,canceled,monthly
1171,1073,Enterprise,825.07,2025-07-01,,active,monthly
1172,1074,Pro,202.38,2026-01-01,,active,monthly
1173,1075,Pro,256.06,2025-06-01,2025-08-01,canceled,monthly
1174,1076,Basic,41.76,2025-08-01,2025-12-01,canceled,monthly
1175,1077,Basic,51.74,2025-05-01,2025-07-01,upgraded,monthly
1176,1077,Pro,213.56,2025-08-01,,active,monthly
1177,1078,Basic,59.35,2025-06-01,,active,monthly
1178,1079,Pro,249.8,2026-01-01,,active,monthly
1179,1080,Enterprise,1008.66,2025-08-01,,active,monthly
1180,1081,Basic,62.57,2024-12-01,2025-02-01,upgraded,monthly
1181,1081,Pro,182.85,2025-03-01,2026-01-01,canceled,monthly
1182,1082,Pro,202.84,2025-01-01,2025-02-01,canceled,monthly
1183,1083,Basic,63.19,2025-02-01,,active,monthly
1184,1084,Pro,207.53,2025-08-01,2026-02-01,canceled,monthly
1185,1085,Basic,59.39,2024-11-01,2025-05-01,canceled,monthly
1186,1086,Basic,57.97,2025-01-01,2026-04-01,canceled,monthly
1187,1087,Enterprise,1133.73,2026-04-01,2026-08-01,canceled,monthly
1188,1088,Basic,60.64,2026-01-01,,active,monthly
1189,1089,Basic,59.53,2025-05-01,2026-07-01,canceled,monthly
1190,1090,Basic,51.17,2025-03-01,,active,monthly
1191,1091,Basic,43.42,2025-07-01,,active,monthly
1192,1092,Pro,210.68,2025-11-01,,active,monthly
1193,1093,Basic,58.43,2025-07-01,2025-11-01,canceled,monthly
1194,1094,Pro,186.79,2026-06-01,,active,monthly
1195,1095,Enterprise,1018.31,2026-03-01,,active,monthly
1196,1096,Basic,52.49,2026-03-01,2026-06-01,canceled,monthly
1197,1097,Enterprise,962.85,2025-03-01,,active,monthly
1198,1098,Basic,62.38,2025-07-01,2025-10-01,canceled,monthly
1199,1099,Basic,62.26,2025-11-01,,active,monthly
1200,1100,Pro,241.19,2025-11-01,,active,monthly
1201,1101,Pro,171.3,2025-02-01,2026-01-01,canceled,monthly
1202,1102,Basic,47.4,2026-05-01,2026-06-01,canceled,monthly
1203,1103,Pro,215.97,2025-10-01,2026-04-01,downgraded,monthly
1204,1103,Basic,55.58,2026-05-01,,active,monthly
1205,1104,Basic,59.41,2025-05-01,2025-09-01,canceled,monthly
1206,1105,Pro,248.77,2025-12-01,,active,monthly
1207,1106,Pro,179.1,2025-01-01,,active,monthly
1208,1107,Basic,51.68,2025-04-01,,active,monthly
1209,1108,Basic,45.1,2024-10-01,,active,monthly
1210,1109,Pro,224.9,2025-09-01,,active,monthly
1211,1110,Pro,221.54,2025-07-01,,active,monthly
1212,1111,Basic,44.09,2025-12-01,,active,monthly
1213,1112,Basic,42.17,2025-04-01,2026-03-01,canceled,monthly
1214,1113,Basic,60.18,2025-06-01,2025-08-01,canceled,monthly
1215,1114,Basic,42.95,2025-06-01,,active,monthly
1216,1115,Basic,50.28,2026-01-01,,active,monthly
1217,1116,Basic,63.08,2025-01-01,,active,monthly
1218,1117,Basic,60.06,2025-05-01,,active,monthly
1219,1118,Enterprise,952.49,2025-09-01,2026-07-01,canceled,monthly
1220,1119,Pro,177.17,2026-04-01,,active,monthly
1221,1120,Enterprise,970.69,2025-02-01,2025-04-01,downgraded,monthly
1222,1120,Pro,177.27,2025-05-01,2025-12-01,canceled,monthly
1223,1121,Enterprise,996.85,2025-10-01,2026-03-01,downgraded,monthly
1224,1121,Pro,222.66,2026-04-01,,active,monthly
1225,1122,Pro,253.55,2025-04-01,2026-05-01,canceled,monthly
1226,1123,Basic,52.43,2025-03-01,2025-06-01,canceled,monthly
1227,1124,Enterprise,968.83,2025-08-01,,active,monthly
1228,1125,Pro,200.12,2025-10-01,,active,monthly
1229,1126,Pro,249.81,2025-10-01,,active,monthly
1230,1127,Basic,42.32,2025-04-01,2025-06-01,canceled,monthly
1231,1128,Basic,60.16,2025-10-01,,active,monthly
1232,1129,Pro,204.11,2024-11-01,2025-09-01,canceled,monthly
1233,1130,Basic,48.99,2026-03-01,,active,monthly
1234,1131,Enterprise,896.85,2025-07-01,,active,monthly
1235,1132,Basic,59.96,2024-12-01,2025-01-01,canceled,monthly
1236,1133,Basic,58.36,2025-05-01,2026-01-01,canceled,monthly
1237,1134,Pro,235.7,2025-01-01,2025-11-01,canceled,monthly
1238,1135,Basic,41.88,2025-07-01,,active,monthly
1239,1136,Pro,232.4,2025-01-01,,active,monthly
1240,1137,Basic,53.17,2025-05-01,,active,monthly
1241,1138,Basic,51.02,2025-09-01,2026-02-01,upgraded,monthly
1242,1138,Enterprise,887.97,2026-03-01,,active,monthly
1243,1139,Pro,214.8,2025-10-01,2026-07-01,canceled,monthly
1244,1140,Basic,56.7,2025-01-01,2026-03-01,canceled,monthly
1245,1141,Basic,52.43,2025-05-01,,active,monthly
1246,1142,Enterprise,980.48,2025-11-01,2026-07-01,downgraded,monthly
1247,1142,Basic,51.73,2026-08-01,,active,monthly
1248,1143,Enterprise,1161.91,2025-06-01,2025-08-01,canceled,monthly
1249,1144,Basic,59.74,2025-11-01,2026-01-01,canceled,monthly
1250,1145,Pro,194.49,2025-06-01,,active,monthly
1251,1146,Basic,61.35,2025-01-01,2026-08-01,canceled,monthly
1252,1147,Basic,45.57,2025-02-01,2026-04-01,canceled,monthly
1253,1148,Enterprise,1026.89,2025-06-01,2026-03-01,downgraded,monthly
1254,1148,Pro,250.05,2026-04-01,2027-05-01,downgraded,monthly
1255,1148,Basic,42.59,2027-06-01,2027-10-01,canceled,monthly
1256,1149,Basic,63.3,2025-04-01,2025-07-01,canceled,monthly
1257,1150,Pro,254.57,2025-09-01,,active,monthly
1258,1151,Basic,45.04,2025-04-01,2026-01-01,upgraded,monthly
1259,1151,Pro,176.12,2026-02-01,2026-11-01,downgraded,monthly
1260,1151,Basic,60.72,2026-12-01,,active,monthly
1261,1152,Basic,61.36,2025-04-01,,active,monthly
1262,1153,Basic,54.68,2025-01-01,,active,monthly
1263,1154,Enterprise,1124.16,2025-03-01,2026-01-01,canceled,monthly
1264,1155,Pro,171.48,2025-03-01,,active,monthly
1265,1156,Pro,236.2,2025-01-01,,active,monthly
1266,1157,Pro,244.85,2025-06-01,,active,monthly
1267,1158,Basic,52.35,2025-08-01,2025-10-01,canceled,monthly
1268,1159,Basic,55.36,2025-01-01,2025-02-01,canceled,monthly
1269,1160,Basic,60.93,2025-07-01,,active,monthly
1270,1161,Basic,43.76,2024-11-01,2025-01-01,canceled,monthly
1271,1162,Basic,47.74,2025-01-01,2025-04-01,canceled,monthly
1272,1163,Pro,217.83,2025-03-01,2025-12-01,canceled,monthly
1273,1164,Basic,61.49,2025-06-01,,active,monthly
1274,1165,Basic,61.15,2025-02-01,2025-12-01,canceled,monthly
1275,1166,Basic,51.08,2024-10-01,2025-01-01,canceled,monthly
1276,1167,Pro,236.25,2025-01-01,2025-03-01,canceled,monthly
1277,1168,Basic,57.52,2025-08-01,2026-01-01,canceled,monthly
1278,1169,Basic,60.71,2025-02-01,,active,monthly
1279,1170,Pro,211.42,2024-12-01,2025-06-01,canceled,monthly
1280,1171,Basic,56.78,2025-04-01,2025-12-01,canceled,monthly
1281,1172,Pro,228.46,2025-10-01,,active,monthly
1282,1173,Pro,234.11,2025-04-01,2026-06-01,downgraded,monthly
1283,1173,Basic,48.97,2026-07-01,2027-02-01,canceled,monthly
1284,1174,Basic,57.2,2025-01-01,2026-05-01,canceled,monthly
1285,1175,Pro,240.39,2025-10-01,,active,monthly
1286,1176,Basic,63.07,2025-04-01,2025-08-01,upgraded,monthly
1287,1176,Pro,205.5,2025-09-01,2026-06-01,canceled,monthly
1288,1177,Pro,172.47,2025-12-01,,active,monthly
1289,1178,Basic,55.81,2025-10-01,2026-04-01,canceled,monthly
1290,1179,Pro,239.08,2025-09-01,,active,monthly
1291,1180,Pro,223.76,2025-04-01,2025-07-01,downgraded,monthly
1292,1180,Basic,50.83,2025-08-01,2026-02-01,canceled,monthly
1293,1181,Pro,184.46,2025-11-01,,active,monthly
1294,1182,Pro,235.79,2025-11-01,,active,monthly
1295,1183,Pro,239.72,2025-03-01,2025-12-01,canceled,monthly
1296,1184,Basic,53.9,2025-03-01,2025-12-01,canceled,monthly
1297,1185,Basic,53.15,2025-11-01,,active,monthly
1298,1186,Basic,51.04,2025-12-01,,active,monthly
1299,1187,Basic,54.76,2025-01-01,,active,monthly
1300,1188,Basic,61.09,2025-04-01,2025-06-01,upgraded,monthly
1301,1188,Pro,204.18,2025-07-01,2026-01-01,canceled,monthly
1302,1189,Basic,51.44,2025-10-01,,active,monthly
1303,1190,Basic,62.45,2025-04-01,2026-04-01,canceled,monthly
1304,1191,Pro,188.28,2025-04-01,2025-10-01,downgraded,monthly
1305,1191,Basic,48.56,2025-11-01,2025-11-01,canceled,monthly
1306,1192,Pro,172.93,2025-09-01,,active,monthly
1307,1193,Pro,250.55,2025-07-01,,active,monthly
1308,1194,Pro,200.6,2026-02-01,,active,monthly
1309,1195,Basic,42.24,2024-11-01,,active,monthly
1310,1196,Basic,46.79,2025-02-01,,active,monthly
1311,1197,Basic,50.88,2025-03-01,,active,monthly
1312,1198,Pro,207.13,2025-03-01,,active,monthly
1313,1199,Basic,47.2,2024-10-01,2025-04-01,canceled,monthly
1314,1200,Basic,42.06,2025-06-01,2025-12-01,canceled,monthly
1315,1201,Basic,51.22,2025-09-01,2026-01-01,upgraded,monthly
1316,1201,Pro,231.16,2026-02-01,2026-02-01,canceled,monthly
1317,1202,Pro,194.96,2026-04-01,2026-07-01,canceled,monthly
1318,1203,Enterprise,1100.97,2025-11-01,,active,monthly
1319,1204,Enterprise,839.48,2025-11-01,,active,monthly
1320,1205,Pro,209.18,2025-06-01,2025-08-01,canceled,monthly
1321,1206,Basic,59.93,2025-10-01,2025-12-01,upgraded,monthly
1322,1206,Enterprise,834.2,2026-01-01,2026-02-01,canceled,monthly
1323,1207,Pro,256.47,2025-03-01,,active,monthly
1324,1208,Basic,63.59,2026-01-01,,active,monthly
1325,1209,Pro,195.6,2025-08-01,2026-06-01,canceled,monthly
1326,1210,Basic,53.45,2025-09-01,2026-01-01,canceled,monthly
1327,1211,Pro,233.98,2025-07-01,,active,monthly
1328,1212,Pro,213.55,2025-10-01,,active,monthly
1329,1213,Basic,57.26,2025-07-01,2025-08-01,canceled,monthly
1330,1214,Pro,254.28,2025-05-01,,active,monthly
1331,1215,Basic,44.5,2025-07-01,,active,monthly
1332,1216,Basic,51.74,2025-07-01,2025-09-01,canceled,monthly
1333,1217,Basic,59.18,2024-11-01,2024-12-01,canceled,monthly
1334,1218,Basic,44.81,2026-02-01,,active,monthly
