customer_id,industry,company_size,country,acquisition_channel,cac,plan_tier,mrr_value,tenure_days,churned,avg_logins,total_logins,last_login_date,active_months,usage_trend_pct,total_invoices,failed_invoices,failure_rate,total_tickets,unresolved_tickets,avg_csat
338,Media,Small,United States,Referral,171.66,Basic,61.2,668,0,7.523809523809524,158,2026-07-01,21,0.07999999999999992,21,2,0.09523809523809523,4.0,0.0,3.75
339,Legal,Small,United States,Outbound Sales,719.44,Enterprise,1045.56,638,0,29.65,593,2026-07-01,20,-0.08695652173913047,20,1,0.05,3.0,0.0,3.6666666666666665
340,Real Estate,Small,Germany,Referral,158.96,Enterprise,909.45,517,0,23.1875,371,2026-07-01,16,-0.028985507246376864,16,1,0.0625,2.0,0.0,4.0
341,Real Estate,Small,United States,Referral,96.55,Pro,234.22,59,1,4.0,8,2025-03-01,2,,2,0,0.0,1.0,0.0,4.0
342,Healthcare,Mid-Market,Canada,Organic,60.99,Basic,63.09,-30,0,5.55,111,2028-02-01,20,0.1428571428571427,20,0,0.0,2.0,0.0,4.0
343,Edtech,Mid-Market,United States,Organic,53.51,Pro,223.82,396,1,14.307692307692308,186,2026-07-01,13,-0.7272727272727273,13,0,0.0,4.0,2.0,3.0
344,Edtech,Enterprise,India,Organic,38.43,Enterprise,981.59,395,0,13.416666666666666,161,2026-07-01,12,0.3243243243243242,12,1,0.08333333333333333,1.0,0.0,3.0
345,Hospitality,Mid-Market,United States,Outbound Sales,1227.51,Basic,62.83,334,0,5.8,58,2026-07-01,10,0.2,10,0,0.0,3.0,0.0,4.333333333333333
346,Real Estate,Small,United Kingdom,Organic,72.49,Enterprise,989.76,212,1,27.142857142857142,190,2026-05-01,7,-0.5098039215686274,7,0,0.0,1.0,0.0,1.0
347,Media,Mid-Market,United States,Paid Search,254.51,Pro,170.32,211,0,8.0,48,2026-07-01,6,-0.15384615384615383,6,0,0.0,2.0,1.0,4.0
348,Manufacturing,Small,United States,Organic,25.65,Basic,42.08,211,0,5.833333333333333,35,2026-07-01,6,0.05882352941176465,6,0,0.0,0.0,0.0,
349,Logistics,Mid-Market,India,Organic,53.8,Basic,57.11,31,1,0.0,0,2025-12-01,1,,1,0,0.0,0.0,0.0,
350,Logistics,Small,United States,Partner,319.94,Pro,172.04,181,1,12.833333333333334,77,2026-06-01,6,-0.6724137931034483,6,0,0.0,1.0,0.0,1.0
351,Healthcare,Small,United Kingdom,Partner,222.09,Basic,53.98,303,0,3.5555555555555554,32,2026-07-01,9,0.0,9,0,0.0,2.0,0.0,4.5
352,Manufacturing,Small,Australia,Organic,56.29,Pro,245.32,30,1,6.0,6,2026-04-01,1,,1,0,0.0,1.0,0.0,1.0
353,Legal,Mid-Market,United Kingdom,Partner,302.29,Basic,52.78,607,0,5.526315789473684,105,2026-07-01,19,0.5999999999999999,19,2,0.10526315789473684,3.0,0.0,4.333333333333333
354,Edtech,Small,India,Referral,75.24,Enterprise,1084.96,364,0,36.36363636363637,400,2026-07-01,11,-0.07017543859649117,11,0,0.0,4.0,1.0,3.6666666666666665
355,Real Estate,Mid-Market,India,Referral,129.86,Basic,43.95,334,1,6.181818181818182,68,2026-07-01,11,-0.31578947368421056,11,1,0.09090909090909091,2.0,1.0,5.0
356,Hospitality,Small,India,Organic,61.25,Basic,53.13,243,1,2.25,18,2025-08-01,8,-0.5,8,0,0.0,2.0,1.0,2.0
357,Healthcare,Small,Canada,Organic,66.1,Pro,200.59,364,0,4.2727272727272725,47,2026-07-01,11,0.15384615384615394,11,0,0.0,3.0,0.0,4.333333333333333
358,Logistics,Small,United Kingdom,Referral,107.32,Basic,42.06,92,1,3.3333333333333335,10,2025-08-01,3,,3,0,0.0,0.0,0.0,
359,Manufacturing,Small,Germany,Referral,76.5,Pro,227.07,183,1,1.1666666666666667,7,2025-09-01,6,-0.24999999999999994,6,0,0.0,2.0,0.0,3.0
360,Logistics,Small,Australia,Outbound Sales,651.08,Basic,48.17,548,0,4.647058823529412,79,2026-07-01,17,-0.3,17,2,0.11764705882352941,4.0,0.0,4.0
361,Legal,Small,United Kingdom,Partner,172.59,Basic,57.07,487,0,9.066666666666666,136,2026-07-01,15,-0.3529411764705883,15,2,0.13333333333333333,2.0,0.0,5.0
362,Logistics,Small,United States,Referral,163.72,Basic,54.15,212,1,2.0,14,2026-02-01,7,-0.7142857142857144,7,0,0.0,3.0,0.0,3.0
363,Retail,Small,United States,Referral,186.43,Basic,54.12,61,1,2.5,5,2025-11-01,2,,2,0,0.0,2.0,0.0,1.5
364,Fintech,Mid-Market,India,Referral,111.12,Enterprise,786.52,426,0,35.69230769230769,464,2026-07-01,13,-0.0636363636363635,13,4,0.3076923076923077,4.0,0.0,3.75
365,Healthcare,Small,Germany,Organic,49.91,Enterprise,869.89,395,0,40.25,483,2026-07-01,12,-0.03100775193798455,12,1,0.08333333333333333,3.0,0.0,3.0
366,Hospitality,Mid-Market,United States,Partner,398.43,Pro,209.93,668,0,13.380952380952381,281,2026-07-01,21,0.1891891891891891,21,0,0.0,5.0,0.0,4.4
367,Real Estate,Small,India,Paid Search,401.42,Pro,184.03,243,1,11.0,88,2026-05-01,8,-0.6046511627906977,8,0,0.0,3.0,1.0,2.5
368,Real Estate,Mid-Market,United States,Referral,93.42,Basic,62.01,90,1,2.3333333333333335,7,2025-02-01,3,,3,1,0.3333333333333333,2.0,0.0,2.0
369,Fintech,Mid-Market,Australia,Referral,175.85,Enterprise,922.49,91,0,22.0,44,2026-07-01,2,,2,0,0.0,1.0,0.0,5.0
370,Logistics,Small,India,Partner,219.25,Pro,172.31,607,0,11.421052631578947,217,2026-07-01,19,0.1,19,0,0.0,2.0,0.0,4.5
371,Healthcare,Small,India,Organic,32.36,Pro,235.53,426,0,15.153846153846153,197,2026-07-01,13,-0.15686274509803919,13,1,0.07692307692307693,0.0,0.0,
372,Media,Small,Germany,Organic,35.32,Pro,179.01,212,1,18.142857142857142,127,2026-06-01,7,-0.5223880597014925,7,1,0.14285714285714285,2.0,0.0,5.0
373,Healthcare,Mid-Market,Australia,Organic,62.91,Pro,253.41,426,1,17.071428571428573,239,2026-04-01,14,-0.462962962962963,14,0,0.0,3.0,0.0,2.0
374,Fintech,Small,Germany,Paid Search,428.07,Basic,57.54,576,0,5.444444444444445,98,2026-07-01,18,-0.5909090909090909,18,1,0.05555555555555555,3.0,0.0,3.3333333333333335
375,Hospitality,Mid-Market,United States,Referral,33.86,Enterprise,826.01,607,0,34.31578947368421,652,2026-07-01,19,-0.02857142857142857,19,0,0.0,2.0,0.0,4.5
376,Healthcare,Small,United States,Referral,115.17,Basic,58.47,123,1,4.5,18,2026-01-01,4,-0.3888888888888889,4,0,0.0,1.0,0.0,4.0
377,Healthcare,Small,United Kingdom,Outbound Sales,680.32,Pro,232.38,364,0,9.727272727272727,107,2026-07-01,11,-0.3142857142857142,11,1,0.09090909090909091,2.0,0.0,5.0
378,Hospitality,Mid-Market,United States,Organic,38.84,Pro,251.34,242,0,4.714285714285714,33,2026-07-01,7,0.0,7,0,0.0,1.0,0.0,3.0
379,Legal,Small,Germany,Organic,43.42,Basic,46.1,487,0,3.8666666666666667,58,2026-07-01,15,-0.5882352941176471,15,1,0.06666666666666667,4.0,0.0,4.0
380,Real Estate,Small,United States,Paid Search,448.42,Pro,184.71,242,0,5.142857142857143,36,2026-07-01,7,-0.2,7,0,0.0,3.0,0.0,4.666666666666667
381,Logistics,Mid-Market,Australia,Organic,53.09,Basic,44.3,0,1,1.875,30,2027-11-01,16,3.0,16,0,0.0,3.0,1.0,4.0
382,Logistics,Small,United States,Paid Search,459.82,Basic,46.39,211,0,5.166666666666667,31,2026-07-01,6,-0.062499999999999944,6,0,0.0,1.0,0.0,4.0
383,Hospitality,Mid-Market,Canada,Organic,36.12,Basic,50.1,30,1,0.0,0,2025-09-01,1,,1,0,0.0,1.0,0.0,2.0
384,Edtech,Small,Canada,Referral,137.01,Pro,190.86,61,1,3.5,7,2025-06-01,2,,2,0,0.0,2.0,0.0,2.0
385,Logistics,Mid-Market,United States,Organic,57.91,Pro,183.42,304,1,14.4,144,2025-10-01,10,-0.6538461538461539,10,0,0.0,2.0,0.0,5.0
386,Fintech,Mid-Market,United States,Partner,266.28,Pro,188.58,456,0,7.0,98,2026-07-01,14,-0.1481481481481481,14,0,0.0,5.0,1.0,4.0
387,Fintech,Small,United Kingdom,Paid Search,440.7,Basic,53.49,90,1,1.6666666666666667,5,2025-02-01,3,,3,1,0.3333333333333333,0.0,0.0,
388,Fintech,Mid-Market,Australia,Partner,237.82,Pro,191.78,576,0,12.555555555555555,226,2026-07-01,18,-0.03124999999999989,18,1,0.05555555555555555,6.0,4.0,4.5
389,Media,Small,India,Referral,98.68,Basic,57.66,92,1,1.0,3,2025-07-01,3,,3,0,0.0,1.0,0.0,1.0
390,Hospitality,Mid-Market,India,Organic,50.92,Basic,61.98,334,0,6.3,63,2026-07-01,10,0.05882352941176465,10,0,0.0,1.0,0.0,5.0
391,Logistics,Small,United States,Organic,64.52,Basic,45.98,334,1,3.0,33,2025-12-01,11,-0.6153846153846153,11,0,0.0,3.0,0.0,1.6666666666666667
392,Edtech,Enterprise,Australia,Partner,242.37,Basic,57.94,485,1,2.5625,41,2026-05-01,16,5.5,16,0,0.0,6.0,1.0,3.0
393,Logistics,Enterprise,India,Outbound Sales,886.27,Basic,44.32,-31,0,6.9411764705882355,118,2026-12-01,17,0.31250000000000006,17,0,0.0,4.0,1.0,4.333333333333333
394,Healthcare,Mid-Market,India,Organic,40.8,Pro,225.59,245,1,6.125,49,2026-01-01,8,-0.5714285714285715,8,2,0.25,2.0,0.0,5.0
395,Logistics,Mid-Market,United States,Partner,162.69,Enterprise,830.84,303,0,28.0,252,2026-07-01,9,-0.11235955056179783,9,0,0.0,1.0,1.0,
396,Media,Small,India,Partner,315.05,Pro,217.29,426,0,14.23076923076923,185,2026-07-01,13,0.07317073170731708,13,0,0.0,2.0,0.0,4.5
397,Legal,Small,India,Organic,62.28,Pro,244.79,242,0,1.2857142857142858,9,2026-07-01,7,-0.4,7,0,0.0,0.0,0.0,
398,Fintech,Enterprise,Australia,Organic,58.2,Basic,60.61,273,0,1.5,12,2026-07-01,8,1.6666666666666665,8,0,0.0,1.0,0.0,5.0
399,Fintech,Small,United States,Organic,53.72,Pro,254.29,243,1,9.0,72,2025-08-01,8,-0.5833333333333334,8,0,0.0,1.0,0.0,2.0
400,Retail,Enterprise,India,Organic,59.51,Basic,54.42,184,1,5.333333333333333,32,2025-10-01,6,-0.896551724137931,6,0,0.0,2.0,0.0,2.0
401,Logistics,Mid-Market,India,Outbound Sales,959.64,Enterprise,885.93,-31,0,26.9,269,2026-11-01,10,-0.2272727272727272,10,0,0.0,3.0,1.0,4.5
402,Real Estate,Small,United States,Partner,296.62,Basic,46.59,-30,0,7.230769230769231,94,2027-07-01,13,0.42105263157894746,13,0,0.0,2.0,0.0,3.5
403,Real Estate,Enterprise,United States,Referral,173.79,Basic,45.16,607,0,7.2631578947368425,138,2026-07-01,19,0.15789473684210528,19,0,0.0,5.0,0.0,4.4
404,Logistics,Mid-Market,United Kingdom,Organic,52.8,Pro,226.83,638,0,17.45,349,2026-07-01,20,-0.038461538461538325,20,1,0.05,3.0,0.0,3.3333333333333335
405,Logistics,Mid-Market,India,Referral,110.89,Basic,42.63,303,0,6.444444444444445,58,2026-07-01,9,0.15789473684210528,9,1,0.1111111111111111,1.0,1.0,
406,Real Estate,Mid-Market,United States,Paid Search,230.03,Enterprise,952.39,61,1,4.5,9,2025-06-01,2,,2,0,0.0,2.0,1.0,1.0
407,Hospitality,Small,United States,Referral,103.04,Basic,42.88,31,1,0.0,0,2026-01-01,1,,1,0,0.0,0.0,0.0,
408,Media,Mid-Market,United Kingdom,Referral,107.68,Basic,55.18,304,1,1.2,12,2026-02-01,10,-0.8333333333333334,10,1,0.1,1.0,0.0,1.0
409,Hospitality,Small,Germany,Paid Search,454.27,Basic,47.97,-30,0,4.125,66,2026-10-01,16,-0.5,16,1,0.0625,2.0,0.0,5.0
410,Retail,Small,United States,Referral,124.07,Basic,46.57,395,0,8.916666666666666,107,2026-07-01,12,-0.06666666666666661,12,0,0.0,3.0,0.0,3.6666666666666665
411,Edtech,Mid-Market,Germany,Organic,43.64,Enterprise,1149.72,28,1,4.0,4,2025-02-01,1,,1,1,1.0,0.0,0.0,
412,Logistics,Small,India,Paid Search,537.47,Enterprise,1100.24,395,0,29.5,354,2026-07-01,12,-0.056179775280898916,12,0,0.0,2.0,0.0,3.5
413,Fintech,Mid-Market,United States,Referral,141.71,Basic,52.81,334,1,2.090909090909091,23,2025-09-01,11,9.0,11,0,0.0,2.0,1.0,5.0
414,Legal,Mid-Market,Australia,Referral,140.02,Basic,62.4,548,0,5.588235294117647,95,2026-07-01,17,-0.11764705882352945,17,0,0.0,3.0,1.0,3.5
415,Logistics,Small,India,Paid Search,465.84,Basic,61.84,244,1,3.25,26,2025-11-01,8,-0.5,8,0,0.0,2.0,1.0,3.0
416,Hospitality,Small,United States,Paid Search,573.82,Pro,189.84,152,0,8.5,34,2026-07-01,4,0.27999999999999986,4,0,0.0,1.0,0.0,4.0
417,Real Estate,Enterprise,Australia,Organic,44.56,Basic,47.14,91,1,1.6666666666666667,5,2025-11-01,3,,3,0,0.0,1.0,0.0,2.0
418,Real Estate,Enterprise,Germany,Organic,59.38,Basic,63.58,364,0,9.545454545454545,105,2026-07-01,11,-0.12903225806451618,11,2,0.18181818181818182,2.0,0.0,4.5
419,Media,Small,United States,Partner,349.45,Basic,54.15,364,0,8.0,88,2026-07-01,11,-0.25806451612903225,11,0,0.0,2.0,0.0,4.5
420,Manufacturing,Small,India,Organic,45.17,Basic,52.41,61,1,3.0,6,2025-10-01,2,,2,0,0.0,1.0,0.0,1.0
421,Fintech,Small,India,Paid Search,269.28,Pro,231.83,699,0,20.727272727272727,456,2026-07-01,22,-0.21538461538461542,22,1,0.045454545454545456,4.0,0.0,4.5
422,Media,Mid-Market,United States,Outbound Sales,1075.33,Basic,46.84,91,1,4.333333333333333,13,2025-11-01,3,,3,2,0.6666666666666666,2.0,0.0,3.0
423,Logistics,Small,India,Partner,355.07,Basic,54.07,395,0,4.25,51,2026-07-01,12,0.6666666666666666,12,1,0.08333333333333333,2.0,0.0,3.0
424,Legal,Small,Canada,Partner,251.3,Basic,56.74,31,1,4.0,4,2025-07-01,1,,1,0,0.0,0.0,0.0,
425,Real Estate,Mid-Market,Germany,Referral,127.95,Enterprise,1108.44,62,1,4.5,9,2025-01-01,2,,2,1,0.5,0.0,0.0,
426,Manufacturing,Small,India,Paid Search,522.22,Pro,217.75,273,0,13.875,111,2026-07-01,8,0.25000000000000006,8,0,0.0,1.0,0.0,4.0
427,Manufacturing,Small,India,Partner,366.44,Enterprise,1001.7,548,0,39.05882352941177,664,2026-07-01,17,0.11818181818181825,17,0,0.0,4.0,0.0,4.5
428,Media,Mid-Market,India,Referral,126.9,Basic,52.13,184,1,4.166666666666667,25,2025-12-01,6,-0.43749999999999994,6,0,0.0,1.0,0.0,1.0
429,Legal,Mid-Market,India,Organic,46.79,Pro,193.28,548,0,18.529411764705884,315,2026-07-01,17,-0.12068965517241374,17,1,0.058823529411764705,3.0,0.0,4.0
430,Media,Small,India,Referral,47.92,Enterprise,986.28,211,0,17.5,105,2026-07-01,6,0.058823529411764705,6,0,0.0,1.0,0.0,4.0
431,Edtech,Small,United States,Organic,44.51,Enterprise,832.94,426,0,44.07692307692308,573,2026-07-01,13,-0.051470588235294164,13,1,0.07692307692307693,1.0,0.0,5.0
432,Hospitality,Small,United States,Outbound Sales,403.26,Enterprise,801.52,607,0,19.263157894736842,366,2026-07-01,19,0.03921568627450987,19,0,0.0,2.0,0.0,3.5
433,Real Estate,Small,United States,Referral,93.17,Basic,59.47,487,0,4.666666666666667,70,2026-07-01,15,0.1428571428571427,15,0,0.0,0.0,0.0,
434,Edtech,Small,United States,Organic,41.63,Pro,222.93,61,1,5.5,11,2025-04-01,2,,2,0,0.0,0.0,0.0,
435,Legal,Small,United States,Partner,336.01,Enterprise,982.02,424,1,9.714285714285714,136,2026-02-01,14,-0.825,14,0,0.0,2.0,1.0,5.0
436,Logistics,Mid-Market,United States,Organic,84.14,Enterprise,1136.25,150,1,29.0,145,2026-06-01,5,-0.4916666666666667,5,0,0.0,0.0,0.0,
437,Real Estate,Mid-Market,United States,Paid Search,447.91,Basic,48.84,607,0,1.8421052631578947,35,2026-07-01,19,13.000000000000002,19,0,0.0,6.0,4.0,4.0
438,Retail,Small,United States,Organic,63.45,Basic,56.3,122,0,1.3333333333333333,4,2026-07-01,3,,3,0,0.0,0.0,0.0,
439,Fintech,Small,India,Outbound Sales,1073.7,Pro,185.82,487,0,11.133333333333333,167,2026-07-01,15,-0.05405405405405415,15,0,0.0,3.0,0.0,4.333333333333333
440,Legal,Small,Canada,Partner,414.85,Basic,60.18,61,1,6.0,12,2025-12-01,2,,2,0,0.0,2.0,1.0,1.0
441,Legal,Mid-Market,United States,Organic,51.81,Pro,206.84,395,0,4.083333333333333,49,2026-07-01,12,-0.9444444444444445,12,0,0.0,1.0,0.0,5.0
442,Healthcare,Small,United States,Paid Search,380.84,Basic,61.42,424,1,3.9285714285714284,55,2026-02-01,14,4.000000000000001,14,0,0.0,1.0,0.0,3.0
443,Healthcare,Mid-Market,India,Partner,338.39,Basic,61.06,607,0,4.473684210526316,85,2026-07-01,19,-0.27272727272727276,19,1,0.05263157894736842,3.0,1.0,3.0
444,Healthcare,Small,United States,Referral,114.95,Basic,48.69,61,1,1.5,3,2025-09-01,2,,2,1,0.5,0.0,0.0,
445,Real Estate,Small,Australia,Referral,131.45,Enterprise,804.93,395,0,23.0,276,2026-07-01,12,0.014492753623188354,12,0,0.0,1.0,0.0,4.0
446,Legal,Small,United States,Paid Search,521.62,Basic,59.58,242,0,3.5714285714285716,25,2026-07-01,7,3.2500000000000004,7,0,0.0,1.0,1.0,
447,Media,Small,India,Organic,83.48,Enterprise,969.97,699,0,8.590909090909092,189,2026-07-01,22,-0.15384615384615383,22,1,0.045454545454545456,5.0,1.0,4.25
448,Real Estate,Mid-Market,India,Paid Search,395.36,Pro,177.78,120,1,9.25,37,2025-04-01,4,-0.4444444444444444,4,0,0.0,2.0,0.0,2.0
449,Real Estate,Small,Germany,Referral,175.21,Pro,205.92,-30,0,21.5,258,2027-06-01,12,0.1333333333333334,12,1,0.08333333333333333,4.0,1.0,4.0
451,Hospitality,Mid-Market,Germany,Outbound Sales,490.66,Enterprise,1004.09,303,0,3.6666666666666665,33,2026-07-01,9,0.16666666666666674,9,1,0.1111111111111111,1.0,0.0,3.0
452,Healthcare,Mid-Market,India,Referral,99.2,Basic,55.6,456,1,3.6,54,2026-06-01,15,-0.5833333333333333,15,1,0.06666666666666667,1.0,0.0,4.0
453,Media,Small,United States,Paid Search,341.5,Basic,53.88,517,0,3.5,56,2026-07-01,16,0.5555555555555557,16,0,0.0,3.0,0.0,4.666666666666667
454,Legal,Small,India,Paid Search,401.61,Basic,42.27,304,1,4.7,47,2026-05-01,10,-0.23076923076923067,10,0,0.0,4.0,0.0,3.0
455,Retail,Small,United States,Referral,71.13,Basic,42.92,335,1,1.2727272727272727,14,2026-08-01,11,-0.5,11,0,0.0,4.0,1.0,2.6666666666666665
456,Logistics,Small,India,Referral,158.17,Basic,45.83,31,1,2.0,2,2026-05-01,1,,1,1,1.0,0.0,0.0,
457,Fintech,Small,United States,Paid Search,438.51,Pro,174.23,487,0,16.666666666666668,250,2026-07-01,15,0.19565217391304335,15,0,0.0,5.0,1.0,4.25
458,Legal,Small,United States,Organic,55.12,Basic,44.48,92,1,2.0,6,2025-01-01,3,,3,2,0.6666666666666666,0.0,0.0,
459,Manufacturing,Enterprise,India,Organic,48.83,Basic,54.46,182,1,1.0,6,2026-03-01,6,-0.8,6,0,0.0,3.0,0.0,1.6666666666666667
460,Legal,Small,Germany,Outbound Sales,951.52,Pro,222.93,426,0,15.615384615384615,203,2026-07-01,13,-0.058823529411764705,13,1,0.07692307692307693,4.0,1.0,3.0
461,Real Estate,Small,United States,Paid Search,509.51,Enterprise,1140.84,183,0,35.6,178,2026-07-01,5,0.10891089108910906,5,0,0.0,0.0,0.0,
462,Edtech,Mid-Market,India,Partner,147.08,Pro,176.26,245,1,17.25,138,2026-01-01,8,-0.49253731343283574,8,2,0.25,1.0,0.0,5.0
463,Hospitality,Enterprise,United States,Organic,34.23,Basic,57.7,123,1,0.5,2,2025-08-01,4,-1.0,4,0,0.0,1.0,0.0,2.0
464,Edtech,Small,United States,Referral,94.05,Enterprise,811.38,456,0,36.142857142857146,506,2026-07-01,14,0.08653846153846155,14,0,0.0,1.0,0.0,4.0
465,Retail,Mid-Market,India,Paid Search,482.83,Basic,49.81,487,0,4.333333333333333,65,2026-07-01,15,1.1250000000000002,15,1,0.06666666666666667,1.0,0.0,3.0
466,Real Estate,Small,United States,Paid Search,551.19,Pro,239.46,304,1,11.3,113,2026-04-01,10,-0.7674418604651162,10,1,0.1,3.0,0.0,2.0
467,Media,Mid-Market,India,Organic,53.32,Basic,60.73,487,0,7.866666666666666,118,2026-07-01,15,-0.4,15,0,0.0,2.0,0.0,4.0
468,Real Estate,Mid-Market,Germany,Organic,72.11,Pro,211.55,31,1,3.0,3,2025-01-01,1,,1,0,0.0,1.0,0.0,1.0
469,Fintech,Enterprise,Australia,Outbound Sales,871.96,Enterprise,778.03,-28,0,7.588235294117647,129,2027-07-01,17,0.9166666666666667,17,1,0.058823529411764705,2.0,0.0,3.5
470,Healthcare,Small,Germany,Referral,84.82,Basic,53.17,487,0,4.2,63,2026-07-01,15,-0.09090909090909083,15,0,0.0,3.0,0.0,4.333333333333333
471,Healthcare,Small,United States,Partner,318.04,Pro,177.3,214,1,3.857142857142857,27,2025-09-01,7,-0.25,7,2,0.2857142857142857,0.0,0.0,
472,Retail,Small,Germany,Outbound Sales,355.56,Basic,45.22,92,1,1.3333333333333333,4,2025-09-01,3,,3,0,0.0,2.0,0.0,2.0
473,Fintech,Enterprise,United Kingdom,Referral,154.97,Basic,49.52,212,1,3.2857142857142856,23,2026-05-01,7,0.2999999999999999,7,0,0.0,2.0,0.0,3.0
474,Fintech,Small,Australia,Paid Search,427.0,Pro,190.57,62,1,5.0,10,2025-01-01,2,,2,0,0.0,1.0,0.0,2.0
475,Real Estate,Mid-Market,Australia,Organic,74.46,Pro,190.59,426,0,21.0,273,2026-07-01,13,-0.04477611940298508,13,0,0.0,3.0,1.0,4.0
476,Manufacturing,Small,United States,Organic,46.98,Basic,46.79,395,0,2.6666666666666665,32,2026-07-01,12,-0.8235294117647058,12,0,0.0,1.0,0.0,5.0
477,Healthcare,Small,United States,Organic,43.3,Basic,53.23,31,1,0.0,0,2025-10-01,1,,1,0,0.0,0.0,0.0,
478,Legal,Small,Germany,Referral,145.7,Enterprise,800.6,364,0,13.090909090909092,144,2026-07-01,11,-0.21276595744680846,11,0,0.0,2.0,0.0,4.0
479,Manufacturing,Mid-Market,United Kingdom,Referral,137.54,Basic,58.16,364,0,7.818181818181818,86,2026-07-01,11,-0.2272727272727272,11,2,0.18181818181818182,3.0,0.0,3.3333333333333335
480,Legal,Small,India,Organic,55.62,Basic,52.67,427,1,2.357142857142857,33,2026-01-01,14,-0.41666666666666663,14,1,0.07142857142857142,4.0,0.0,4.0
481,Hospitality,Enterprise,United States,Paid Search,462.01,Enterprise,1069.4,212,1,23.857142857142858,167,2026-05-01,7,-0.5056179775280899,7,0,0.0,4.0,0.0,2.25
482,Edtech,Small,Canada,Paid Search,434.84,Basic,46.78,396,1,6.461538461538462,84,2025-12-01,13,0.41666666666666674,13,1,0.07692307692307693,2.0,0.0,4.5
483,Edtech,Small,India,Partner,286.56,Basic,52.14,304,1,5.3,53,2025-09-01,10,-0.875,10,0,0.0,2.0,0.0,2.0
484,Media,Small,United States,Organic,51.03,Basic,56.09,517,0,8.0,128,2026-07-01,16,-0.09375,16,1,0.0625,1.0,0.0,4.0
485,Healthcare,Small,Australia,Paid Search,418.68,Pro,234.13,334,0,17.7,177,2026-07-01,10,0.1730769230769231,10,0,0.0,0.0,0.0,
486,Fintech,Mid-Market,India,Outbound Sales,1042.51,Basic,61.9,120,1,0.75,3,2025-05-01,4,0.0,4,0,0.0,1.0,1.0,
487,Retail,Small,India,Organic,50.1,Basic,56.23,275,1,5.0,45,2025-12-01,9,-0.6842105263157895,9,0,0.0,2.0,0.0,4.0
488,Manufacturing,Mid-Market,India,Organic,62.55,Basic,43.73,31,1,5.0,5,2025-07-01,1,,1,0,0.0,1.0,0.0,1.0
489,Logistics,Small,United Kingdom,Partner,317.74,Enterprise,1033.35,518,1,34.64705882352941,589,2026-07-01,17,-0.49565217391304356,17,1,0.058823529411764705,4.0,0.0,3.75
490,Manufacturing,Small,Germany,Organic,67.12,Pro,171.84,607,0,14.210526315789474,270,2026-07-01,19,-0.20754716981132082,19,0,0.0,6.0,2.0,3.5
491,Fintech,Small,United States,Referral,101.21,Pro,197.68,456,1,16.8,252,2026-11-01,15,-0.6964285714285714,15,1,0.06666666666666667,5.0,2.0,4.333333333333333
492,Legal,Small,United States,Partner,301.15,Basic,46.2,364,0,8.272727272727273,91,2026-07-01,11,-0.038461538461538325,11,0,0.0,2.0,0.0,4.5
493,Hospitality,Small,United Kingdom,Paid Search,419.29,Basic,42.51,548,0,8.823529411764707,150,2026-07-01,17,0.4090909090909092,17,0,0.0,1.0,1.0,
494,Fintech,Enterprise,United States,Partner,241.68,Basic,56.88,303,0,6.111111111111111,55,2026-07-01,9,-0.4782608695652174,9,0,0.0,2.0,0.0,4.5
495,Healthcare,Small,Australia,Paid Search,442.63,Basic,61.65,487,0,3.533333333333333,53,2026-07-01,15,-0.22222222222222218,15,1,0.06666666666666667,1.0,0.0,5.0
496,Media,Small,United Kingdom,Organic,74.77,Basic,58.84,274,1,7.555555555555555,68,2026-03-01,9,-0.7666666666666666,9,0,0.0,4.0,0.0,2.5
497,Edtech,Small,United Kingdom,Outbound Sales,662.54,Pro,244.67,-31,0,14.818181818181818,163,2027-06-01,11,-0.04347826086956529,11,0,0.0,1.0,1.0,
498,Hospitality,Small,India,Organic,63.23,Basic,58.27,334,0,4.8,48,2026-07-01,10,0.5,10,0,0.0,2.0,0.0,5.0
499,Edtech,Small,India,Paid Search,287.83,Enterprise,1077.27,183,0,7.0,35,2026-07-01,5,0.047619047619047575,5,0,0.0,0.0,0.0,
500,Logistics,Small,United States,Partner,284.29,Pro,198.8,61,1,2.5,5,2025-05-01,2,,2,0,0.0,1.0,0.0,2.0
501,Logistics,Enterprise,Germany,Organic,45.37,Basic,45.69,181,1,2.3333333333333335,14,2026-04-01,6,-1.0,6,0,0.0,2.0,0.0,3.0
502,Retail,Small,United Kingdom,Referral,183.11,Basic,61.29,365,1,3.0833333333333335,37,2026-01-01,12,-0.1875,12,1,0.08333333333333333,3.0,0.0,2.0
503,Logistics,Small,United Kingdom,Referral,152.26,Enterprise,888.73,607,0,10.31578947368421,196,2026-07-01,19,-0.12121212121212127,19,0,0.0,5.0,0.0,4.2
504,Healthcare,Small,United States,Partner,197.35,Pro,186.37,364,0,7.636363636363637,84,2026-07-01,11,0.3809523809523809,11,1,0.09090909090909091,1.0,0.0,3.0
505,Manufacturing,Mid-Market,United States,Organic,28.2,Basic,55.32,517,0,1.5625,25,2026-07-01,16,2.0000000000000004,16,0,0.0,5.0,1.0,3.75
506,Media,Small,United States,Paid Search,463.39,Basic,59.29,577,1,7.052631578947368,134,2026-04-01,19,0.0,19,0,0.0,3.0,0.0,3.3333333333333335
507,Real Estate,Mid-Market,India,Paid Search,537.64,Pro,201.7,607,0,7.631578947368421,145,2026-07-01,19,-0.3571428571428572,19,0,0.0,5.0,1.0,3.5
