customer_id,company_name,industry,company_size,country,signup_date,acquisition_channel,cac
667,"Stuart, Brooks and Vance",Real Estate,Mid-Market,United Kingdom,2026-04-01,Outbound Sales,517.0
668,Kane-Knox,Fintech,Small,United States,2025-04-01,Organic,44.21
669,Miller-Brandt,Media,Small,United States,2025-03-01,Referral,108.62
670,"Anderson, Dalton and Wilson",Legal,Small,United States,2025-12-01,Organic,54.15
671,"Long, Anderson and Irwin",Healthcare,Small,India,2025-03-01,Partner,317.73
672,Avila LLC,Retail,Small,India,2025-01-01,Organic,36.71
673,Nunez-Stephens,Retail,Mid-Market,India,2024-12-01,Paid Search,316.59
674,"Gray, Hall and Murray",Healthcare,Mid-Market,United Kingdom,2025-07-01,Partner,125.85
675,Hill Ltd,Hospitality,Small,India,2025-03-01,Partner,211.17
676,Johnson Ltd,Hospitality,Mid-Market,India,2025-09-01,Paid Search,393.82
677,Mendez-Mayer,Media,Mid-Market,Germany,2025-04-01,Paid Search,390.81
678,Allen Inc,Healthcare,Small,United States,2025-01-01,Outbound Sales,458.03
679,Wheeler Group,Retail,Mid-Market,India,2025-07-01,Paid Search,311.26
680,"Powers, Brennan and Sanchez",Fintech,Mid-Market,United Kingdom,2025-04-01,Organic,58.26
681,Morales and Sons,Manufacturing,Small,United States,2025-02-01,Organic,55.52
682,"Robinson, Shields and Brown",Media,Small,Canada,2026-02-01,Referral,107.09
683,"Holder, Young and Hendricks",Edtech,Mid-Market,Germany,2025-04-01,Paid Search,463.07
684,"Flores, Harper and Chambers",Hospitality,Small,United States,2025-10-01,Referral,94.65
685,Young-Walter,Legal,Mid-Market,Australia,2025-02-01,Organic,53.7
686,"Boyd, Gutierrez and Hill",Media,Small,United States,2025-09-01,Paid Search,492.21
687,"Fry, Hobbs and Buck",Manufacturing,Enterprise,India,2024-12-01,Outbound Sales,752.36
688,"Shelton, Peters and Williams",Manufacturing,Small,India,2025-05-01,Partner,245.03
689,David-Powers,Healthcare,Small,India,2025-05-01,Referral,155.15
690,"Flores, Butler and Hernandez",Legal,Small,United States,2024-11-01,Paid Search,408.9
691,White-Medina,Manufacturing,Small,Australia,2025-07-01,Paid Search,376.78
692,Atkinson LLC,Fintech,Small,India,2025-06-01,Partner,300.14
693,"Thomas, Ford and Brown",Healthcare,Small,India,2024-10-01,Organic,53.11
694,Faulkner-Grant,Logistics,Small,United States,2025-02-01,Partner,232.99
695,Price LLC,Fintech,Mid-Market,United States,2025-09-01,Partner,356.56
696,Rivera Inc,Healthcare,Small,United States,2026-02-01,Organic,36.02
697,Boone-Davis,Real Estate,Small,India,2025-11-01,Partner,247.3
698,"Calderon, Williams and Bennett",Hospitality,Small,United Kingdom,2026-03-01,Outbound Sales,628.94
699,"Morrison, Russo and Lopez",Real Estate,Small,United Kingdom,2025-07-01,Paid Search,487.28
700,"Ramsey, Hansen and Mendoza",Manufacturing,Mid-Market,Canada,2025-03-01,Organic,56.67
701,Turner-Stout,Real Estate,Small,India,2025-09-01,Outbound Sales,655.13
702,Giles Ltd,Real Estate,Mid-Market,United States,2025-05-01,Paid Search,306.07
703,Burgess Group,Logistics,Enterprise,United States,2026-02-01,Paid Search,326.77
704,Dominguez Ltd,Hospitality,Small,India,2025-05-01,Organic,53.73
705,Sanders and Sons,Manufacturing,Mid-Market,United Kingdom,2025-08-01,Partner,364.89
706,"Morris, Campbell and Owens",Logistics,Small,United States,2025-10-01,Organic,52.08
707,"Howard, Green and Hunt",Real Estate,Mid-Market,India,2025-08-01,Paid Search,419.61
708,Owens-Lang,Retail,Small,United States,2025-03-01,Organic,57.42
709,"Harrison, Franco and Rocha",Logistics,Small,Germany,2025-05-01,Organic,52.87
710,Edwards-Williams,Healthcare,Small,United States,2025-06-01,Referral,171.38
711,Figueroa Inc,Real Estate,Mid-Market,United States,2025-01-01,Paid Search,418.8
712,Tran-Silva,Real Estate,Mid-Market,Australia,2025-08-01,Partner,353.64
713,"Butler, Hernandez and Rivera",Manufacturing,Small,Australia,2025-08-01,Paid Search,502.51
714,Hudson-Sanchez,Legal,Enterprise,India,2025-07-01,Organic,56.33
715,"Pena, Cohen and Scott",Retail,Small,United States,2025-02-01,Referral,132.7
716,Levy-May,Healthcare,Enterprise,India,2025-02-01,Organic,76.01
717,Murray-Oconnor,Healthcare,Small,Canada,2025-11-01,Organic,49.18
718,Jackson-Cortez,Retail,Small,United States,2024-11-01,Referral,133.52
719,White-Preston,Real Estate,Mid-Market,India,2025-02-01,Organic,26.68
720,"Bernard, Warren and Combs",Legal,Small,India,2025-11-01,Paid Search,565.72
721,Landry Ltd,Manufacturing,Small,United States,2025-10-01,Organic,49.15
722,Duran Group,Logistics,Mid-Market,United States,2025-11-01,Paid Search,354.22
723,Kirby and Sons,Media,Small,United States,2025-11-01,Paid Search,496.21
724,Mann Inc,Hospitality,Small,United Kingdom,2026-02-01,Paid Search,428.98
725,Wagner LLC,Manufacturing,Mid-Market,India,2025-05-01,Organic,52.01
726,Williamson Ltd,Manufacturing,Small,United States,2025-09-01,Paid Search,456.0
727,"Durham, Hopkins and Smith",Legal,Mid-Market,Australia,2025-07-01,Referral,113.51
728,"Arnold, Smith and Moreno",Logistics,Mid-Market,Germany,2025-04-01,Partner,252.73
729,Nichols-Mitchell,Hospitality,Mid-Market,United States,2025-04-01,Organic,36.63
730,"Li, Craig and Drake",Manufacturing,Small,United States,2025-08-01,Paid Search,248.97
731,Rodriguez Inc,Hospitality,Enterprise,Germany,2025-01-01,Organic,35.0
732,"Hernandez, Lee and Fox",Manufacturing,Mid-Market,United States,2025-06-01,Paid Search,417.12
733,Adams-Sanders,Media,Small,United States,2026-03-01,Partner,402.78
734,Chung-Stevens,Hospitality,Small,India,2025-09-01,Referral,162.88
735,Branch and Sons,Logistics,Mid-Market,Germany,2025-09-01,Organic,51.9
736,Sutton-Abbott,Manufacturing,Small,United States,2025-05-01,Outbound Sales,1182.33
737,"Frey, Santos and Johnson",Legal,Small,India,2025-11-01,Paid Search,525.71
738,Gray-Tran,Media,Enterprise,United States,2024-11-01,Organic,27.94
739,Walsh Ltd,Retail,Mid-Market,United States,2026-03-01,Referral,159.24
740,Miller Group,Logistics,Small,India,2026-02-01,Partner,211.59
741,"Mueller, Knight and Hodge",Edtech,Small,United States,2026-05-01,Referral,158.47
742,Jacobson Inc,Real Estate,Small,United States,2026-02-01,Referral,152.63
743,Lewis Ltd,Edtech,Small,India,2025-03-01,Paid Search,413.12
744,"Alvarez, Williams and Jones",Fintech,Small,Australia,2025-10-01,Organic,45.77
745,Lam-Elliott,Logistics,Small,United States,2024-12-01,Referral,86.02
746,White LLC,Legal,Small,Germany,2024-10-01,Outbound Sales,977.48
747,Ali PLC,Manufacturing,Small,Germany,2025-02-01,Outbound Sales,766.37
748,Goodwin Ltd,Hospitality,Mid-Market,United States,2025-07-01,Organic,48.67
749,Hickman-Evans,Fintech,Small,Germany,2024-10-01,Paid Search,460.89
750,"Allen, Davenport and Price",Fintech,Mid-Market,India,2026-04-01,Organic,43.7
751,"Rivera, Campos and Taylor",Real Estate,Small,Australia,2025-03-01,Paid Search,379.1
752,"Ramsey, Mason and Mccann",Media,Small,Germany,2025-11-01,Organic,50.87
753,Davis and Sons,Edtech,Enterprise,Australia,2025-11-01,Organic,25.18
754,Peterson PLC,Hospitality,Small,United States,2024-12-01,Partner,254.25
755,"Sanders, Ayala and Johnson",Real Estate,Small,India,2025-06-01,Paid Search,525.73
756,Bowers-Hayes,Legal,Small,Germany,2025-07-01,Partner,122.23
757,Kelly Group,Logistics,Small,United States,2025-01-01,Paid Search,641.04
758,Lopez-Willis,Edtech,Small,United States,2024-11-01,Referral,94.05
759,Miller-Montgomery,Hospitality,Small,United States,2025-08-01,Partner,276.56
760,Marquez Inc,Real Estate,Mid-Market,United States,2025-05-01,Referral,138.3
761,Moore-Dawson,Media,Small,Germany,2025-08-01,Paid Search,504.2
762,"Moore, Price and Ward",Fintech,Enterprise,United States,2025-08-01,Organic,41.3
763,Smith LLC,Hospitality,Mid-Market,Canada,2025-01-01,Outbound Sales,1036.18
764,Ward-Nelson,Logistics,Mid-Market,United States,2025-12-01,Paid Search,575.49
765,Miller Group,Real Estate,Small,India,2025-05-01,Paid Search,578.77
766,Hawkins-Hunt,Legal,Mid-Market,United Kingdom,2026-02-01,Partner,315.73
767,Johnson LLC,Legal,Small,United States,2025-10-01,Partner,349.76
768,"Davis, George and Nguyen",Logistics,Enterprise,United States,2025-12-01,Organic,40.95
769,Smith-Gutierrez,Fintech,Mid-Market,Germany,2025-08-01,Paid Search,551.43
770,Hardy PLC,Real Estate,Small,India,2025-08-01,Paid Search,639.95
771,Armstrong and Sons,Media,Mid-Market,United States,2025-10-01,Referral,138.56
772,"James, Taylor and Turner",Edtech,Mid-Market,United States,2025-02-01,Organic,33.55
773,Thomas-Jackson,Manufacturing,Enterprise,United States,2025-11-01,Referral,111.41
774,Fisher-Washington,Media,Small,India,2025-04-01,Organic,23.56
775,Ward and Sons,Media,Small,United States,2025-03-01,Referral,163.3
776,"Weber, Wheeler and Gonzalez",Manufacturing,Small,United Kingdom,2025-03-01,Outbound Sales,403.56
777,Taylor Inc,Media,Small,India,2025-12-01,Referral,96.81
778,Cook-Oliver,Manufacturing,Small,United States,2025-07-01,Outbound Sales,900.11
779,Alexander-Jordan,Retail,Enterprise,United Kingdom,2025-01-01,Organic,73.77
780,"Mccann, Taylor and Flores",Healthcare,Enterprise,United Kingdom,2025-10-01,Referral,127.34
781,"Harris, Edwards and Oconnell",Fintech,Mid-Market,United States,2025-03-01,Organic,58.16
782,Carter-Neal,Retail,Small,United States,2025-07-01,Referral,85.87
783,Faulkner-Casey,Real Estate,Small,India,2025-08-01,Paid Search,364.48
784,Bennett-Velasquez,Real Estate,Small,Germany,2025-09-01,Organic,53.59
785,Diaz-Frederick,Hospitality,Mid-Market,United States,2025-09-01,Organic,50.31
786,Vargas PLC,Healthcare,Small,India,2026-03-01,Paid Search,416.2
787,Maldonado PLC,Logistics,Small,United States,2025-06-01,Referral,78.33
788,Benton Group,Fintech,Enterprise,United States,2025-03-01,Organic,42.56
789,"Clark, Salinas and Guerra",Healthcare,Small,India,2025-05-01,Partner,257.85
790,Fuentes Group,Edtech,Small,United Kingdom,2025-04-01,Referral,150.44
791,"Porter, Schultz and Allen",Healthcare,Mid-Market,India,2025-01-01,Organic,71.65
792,"Moore, Henderson and Bennett",Edtech,Mid-Market,Australia,2025-09-01,Paid Search,529.07
793,Ewing-Mendoza,Hospitality,Mid-Market,United States,2025-07-01,Organic,44.26
794,Ferguson-Mclean,Healthcare,Enterprise,United States,2025-11-01,Organic,28.27
795,"Barnes, Johnson and Schmitt",Real Estate,Small,India,2025-01-01,Referral,94.4
796,"Woodard, Herrera and Little",Legal,Small,India,2025-01-01,Paid Search,459.59
797,Rodriguez and Sons,Fintech,Small,Germany,2025-08-01,Organic,74.64
798,"Ortega, Jackson and Salazar",Media,Mid-Market,India,2025-03-01,Partner,298.54
799,"Terrell, Byrd and Ross",Hospitality,Small,United Kingdom,2025-07-01,Paid Search,391.59
800,Sheppard-Jordan,Edtech,Enterprise,India,2025-09-01,Paid Search,693.45
801,Garcia and Sons,Fintech,Small,United States,2024-10-01,Organic,59.58
802,"Burgess, Grant and Watts",Legal,Small,United States,2025-08-01,Partner,375.78
803,Griffin Group,Healthcare,Enterprise,Australia,2025-05-01,Organic,52.73
804,Barton-Chapman,Media,Small,United States,2025-04-01,Paid Search,339.88
805,"Hernandez, Cuevas and Webb",Retail,Small,United Kingdom,2025-01-01,Outbound Sales,435.38
806,Perry-Nixon,Manufacturing,Small,Australia,2025-01-01,Paid Search,372.83
807,Guerra Ltd,Retail,Enterprise,India,2025-08-01,Referral,125.18
808,Bailey LLC,Healthcare,Mid-Market,India,2025-01-01,Referral,135.33
809,Mueller-Boyd,Edtech,Mid-Market,United States,2025-04-01,Organic,36.03
810,Alvarez-Kim,Hospitality,Mid-Market,United States,2025-02-01,Referral,109.24
811,"Chavez, Jones and Williams",Fintech,Small,India,2025-12-01,Paid Search,470.8
812,"Wilson, Sweeney and Wong",Manufacturing,Small,Australia,2025-06-01,Paid Search,606.46
813,"Marsh, Spears and Yang",Fintech,Enterprise,United States,2025-01-01,Paid Search,364.91
814,"Thompson, Moore and Castro",Real Estate,Small,India,2025-09-01,Partner,312.94
815,Hall-Sullivan,Fintech,Enterprise,India,2025-05-01,Partner,247.0
816,Lopez Ltd,Real Estate,Small,Australia,2025-01-01,Outbound Sales,1102.2
817,Foster-Mclaughlin,Logistics,Enterprise,United States,2025-09-01,Paid Search,746.27
818,Cole Group,Retail,Enterprise,India,2025-08-01,Partner,339.88
819,Smith-Lewis,Retail,Small,Canada,2024-10-01,Organic,42.63
820,Goodwin-Stokes,Logistics,Small,India,2025-05-01,Paid Search,544.98
821,Ray PLC,Legal,Small,Australia,2025-07-01,Paid Search,416.99
822,Diaz and Sons,Logistics,Small,Germany,2025-11-01,Referral,76.52
823,Wilson-Lambert,Edtech,Mid-Market,India,2025-10-01,Partner,393.09
824,Rose-Fowler,Manufacturing,Mid-Market,Canada,2025-05-01,Paid Search,514.54
825,"Price, Long and Wilson",Manufacturing,Small,India,2025-02-01,Referral,162.01
826,Bruce-Williamson,Healthcare,Small,United Kingdom,2025-02-01,Organic,56.93
827,"Mccarthy, Evans and Mendez",Media,Small,United States,2025-01-01,Organic,43.27
828,Powers LLC,Real Estate,Mid-Market,India,2025-06-01,Paid Search,434.72
830,Brooks and Sons,Real Estate,Small,India,2025-12-01,Outbound Sales,734.72
831,"Price, Carlson and Andrews",Manufacturing,Small,United States,2024-12-01,Organic,76.3
832,Lopez-Reid,Healthcare,Small,Germany,2026-02-01,Organic,57.45
833,"Ellison, Arias and Thompson",Healthcare,Small,United States,2025-02-01,Organic,29.53
834,Burns and Sons,Hospitality,Small,United Kingdom,2026-05-01,Outbound Sales,926.91
835,Edwards Group,Legal,Small,India,2025-04-01,Organic,36.08
836,"Brown, Howard and Smith",Manufacturing,Small,United States,2025-05-01,Paid Search,649.14
837,Lee Group,Healthcare,Small,Canada,2024-12-01,Referral,92.52
838,"Wagner, Simpson and Cohen",Logistics,Mid-Market,United States,2025-02-01,Organic,64.18
839,Mckinney-Wallace,Real Estate,Mid-Market,India,2025-08-01,Paid Search,349.03
840,Miller Inc,Fintech,Mid-Market,United States,2026-05-01,Partner,201.59
841,Carter LLC,Manufacturing,Mid-Market,United States,2025-02-01,Paid Search,382.79
842,Medina and Sons,Retail,Mid-Market,India,2025-05-01,Partner,380.84
843,Cunningham-Barton,Hospitality,Small,United States,2025-12-01,Referral,112.49
844,Dunn-Wilson,Logistics,Small,India,2025-04-01,Outbound Sales,659.26
845,Adams PLC,Healthcare,Small,United States,2025-08-01,Organic,67.1
846,Weaver-Sherman,Manufacturing,Mid-Market,United States,2025-05-01,Referral,84.94
847,"Alexander, Robinson and Coleman",Retail,Mid-Market,India,2025-01-01,Referral,78.09
848,"Greer, Potter and Evans",Hospitality,Mid-Market,United States,2024-10-01,Partner,325.4
849,Cole LLC,Real Estate,Mid-Market,United Kingdom,2025-03-01,Referral,139.71
850,Gonzales Inc,Fintech,Small,United States,2025-05-01,Organic,60.35
851,Clark Ltd,Edtech,Small,India,2025-07-01,Organic,49.98
852,"Norris, Callahan and Bishop",Manufacturing,Enterprise,United States,2025-09-01,Referral,113.16
853,Martin-Taylor,Hospitality,Small,India,2025-02-01,Organic,60.66
854,Li Inc,Hospitality,Small,Australia,2025-06-01,Organic,76.51
855,"Bell, Campbell and Ryan",Real Estate,Small,India,2025-12-01,Partner,393.98
856,Werner-Carter,Manufacturing,Small,Australia,2025-09-01,Referral,131.75
857,"Adams, Hodge and Duke",Healthcare,Mid-Market,United States,2025-03-01,Organic,56.53
858,"Ochoa, Taylor and Brady",Legal,Small,India,2025-05-01,Organic,27.06
859,Sellers-Riddle,Media,Mid-Market,India,2025-02-01,Organic,41.01
860,"Martinez, Cline and Wright",Logistics,Mid-Market,India,2024-10-01,Referral,73.11
861,"Morris, Wright and Bridges",Healthcare,Mid-Market,United States,2026-02-01,Organic,48.66
862,Burns-Ray,Fintech,Enterprise,United Kingdom,2025-08-01,Outbound Sales,1124.87
863,Burton-Brooks,Legal,Small,United States,2025-09-01,Partner,279.25
864,Schultz Inc,Legal,Mid-Market,Germany,2025-01-01,Paid Search,500.73
865,Robertson-Ramirez,Logistics,Small,United Kingdom,2025-03-01,Partner,239.49
866,Gibson-Freeman,Real Estate,Small,India,2026-04-01,Outbound Sales,519.15
867,"Smith, Schroeder and Oconnor",Hospitality,Small,United Kingdom,2025-10-01,Referral,117.14
868,"Stanton, Reid and Terry",Real Estate,Small,United Kingdom,2025-08-01,Referral,132.51
869,Flynn Group,Healthcare,Small,United States,2025-06-01,Paid Search,595.15
870,Donaldson and Sons,Healthcare,Mid-Market,United States,2025-04-01,Organic,59.55
871,Adams-Clayton,Fintech,Small,United States,2026-01-01,Partner,186.89
872,Kelley-Anderson,Healthcare,Small,United States,2025-05-01,Organic,35.54
873,Kramer-Shannon,Manufacturing,Mid-Market,Australia,2025-11-01,Paid Search,386.44
874,Williams Ltd,Healthcare,Small,United Kingdom,2026-02-01,Paid Search,497.61
875,Smith-Noble,Logistics,Mid-Market,India,2025-08-01,Organic,62.37
876,Alexander Inc,Fintech,Mid-Market,Canada,2025-01-01,Paid Search,380.79
877,Harris-Barker,Legal,Small,Germany,2025-09-01,Outbound Sales,1083.8
878,Khan LLC,Healthcare,Small,United Kingdom,2025-09-01,Referral,107.21
879,Baxter LLC,Fintech,Mid-Market,United States,2025-12-01,Organic,47.45
880,Pena LLC,Real Estate,Small,United States,2025-04-01,Partner,435.49
881,Watson Ltd,Manufacturing,Mid-Market,United Kingdom,2025-02-01,Paid Search,353.23
882,Williams Ltd,Hospitality,Mid-Market,United Kingdom,2025-11-01,Organic,78.68
883,Barber-Fischer,Real Estate,Small,United Kingdom,2025-08-01,Paid Search,490.66
884,Rios-Padilla,Hospitality,Enterprise,Australia,2025-04-01,Organic,57.6
885,Lewis Inc,Healthcare,Small,India,2025-08-01,Organic,62.46
886,Wheeler PLC,Media,Enterprise,United States,2025-01-01,Paid Search,367.91
887,"Wallace, Smith and Cooper",Legal,Enterprise,United States,2025-04-01,Paid Search,143.74
888,Mcneil Group,Media,Enterprise,India,2025-06-01,Organic,61.78
889,"Anderson, Jones and Reyes",Fintech,Small,United States,2025-03-01,Referral,73.4
890,"Shaffer, Garcia and Richardson",Healthcare,Mid-Market,United States,2025-10-01,Partner,430.94
891,Taylor-Ayala,Real Estate,Small,India,2025-05-01,Organic,51.05
892,May Ltd,Fintech,Enterprise,Canada,2025-07-01,Paid Search,635.76
893,Jones PLC,Fintech,Small,United States,2025-04-01,Organic,32.39
894,Bishop and Sons,Legal,Small,Germany,2026-01-01,Referral,107.74
895,Bell-Lewis,Healthcare,Small,United States,2025-01-01,Referral,116.4
896,"Hernandez, Jenkins and Parks",Logistics,Mid-Market,United States,2025-06-01,Paid Search,533.3
897,Miller Inc,Fintech,Mid-Market,United States,2025-09-01,Organic,48.67
898,Goodwin PLC,Edtech,Small,India,2025-04-01,Referral,106.39
899,"Cruz, Richmond and Edwards",Legal,Enterprise,Germany,2025-12-01,Organic,47.34
900,Wright Ltd,Healthcare,Small,Canada,2025-05-01,Partner,412.82
901,Wright PLC,Edtech,Small,Canada,2025-06-01,Partner,321.63
902,"Griffith, Mitchell and Pugh",Fintech,Mid-Market,India,2024-10-01,Organic,42.97
903,Abbott Ltd,Hospitality,Small,Germany,2025-04-01,Organic,36.7
904,Harris-Lawson,Legal,Small,United States,2024-12-01,Referral,96.3
905,Adkins LLC,Hospitality,Small,United States,2025-05-01,Partner,298.81
906,"Brown, Hurst and Blevins",Fintech,Small,Canada,2025-01-01,Organic,61.45
907,Cruz-Allen,Hospitality,Mid-Market,United States,2025-03-01,Organic,45.19
908,"Wheeler, Rice and Levine",Retail,Small,United States,2025-01-01,Outbound Sales,964.94
909,Peck-Anderson,Retail,Mid-Market,India,2025-11-01,Organic,47.46
910,"Fisher, Payne and Thompson",Edtech,Enterprise,India,2024-10-01,Partner,316.53
911,Best-Townsend,Hospitality,Small,Germany,2026-01-01,Partner,252.06
912,Matthews Inc,Real Estate,Small,United States,2025-04-01,Paid Search,349.77
913,Lewis-Livingston,Logistics,Mid-Market,United States,2025-08-01,Paid Search,612.66
914,Hunter-Fuller,Edtech,Small,United States,2025-08-01,Paid Search,451.84
915,"Wang, Henderson and Morales",Logistics,Small,India,2025-04-01,Organic,48.32
916,"Herrera, Jensen and Ramirez",Healthcare,Small,United States,2025-02-01,Outbound Sales,992.72
917,Miller-Mccall,Fintech,Small,United States,2025-10-01,Outbound Sales,1195.83
918,Herrera Group,Media,Enterprise,United States,2025-07-01,Organic,42.93
919,"Walters, Davenport and Becker",Real Estate,Mid-Market,Australia,2026-01-01,Referral,82.52
920,Collins Group,Manufacturing,Mid-Market,United States,2025-04-01,Referral,86.76
921,"Ashley, Allen and Sanchez",Manufacturing,Mid-Market,United States,2025-04-01,Organic,40.23
922,Wilson-Salazar,Manufacturing,Mid-Market,United Kingdom,2025-07-01,Paid Search,334.69
923,Parker Ltd,Media,Mid-Market,India,2025-02-01,Partner,275.4
924,"Yang, Wilson and Zimmerman",Manufacturing,Small,United Kingdom,2024-10-01,Paid Search,540.12
925,"Smith, Crawford and Reed",Manufacturing,Enterprise,United States,2025-07-01,Paid Search,389.68
926,"Logan, Le and Jackson",Real Estate,Small,India,2024-09-01,Organic,46.7
927,Brady LLC,Logistics,Small,United States,2026-02-01,Outbound Sales,1049.11
928,"Tanner, Wise and Johnson",Edtech,Small,India,2025-12-01,Paid Search,359.2
929,Nelson-Brown,Healthcare,Small,Australia,2025-02-01,Paid Search,599.17
930,"Proctor, Burton and Crawford",Logistics,Enterprise,United Kingdom,2026-03-01,Referral,100.42
931,"Ward, Porter and Bradley",Hospitality,Enterprise,United States,2024-11-01,Paid Search,533.69
932,Moore-Ayala,Edtech,Small,United States,2025-05-01,Outbound Sales,712.64
933,"Craig, Wilson and Yang",Manufacturing,Mid-Market,United States,2025-05-01,Outbound Sales,1240.5
934,Williams Inc,Edtech,Small,India,2025-04-01,Partner,329.85
935,Williams LLC,Real Estate,Mid-Market,Australia,2025-10-01,Referral,143.54
936,Mora-White,Real Estate,Mid-Market,United States,2025-04-01,Paid Search,519.92
937,Tran Ltd,Real Estate,Mid-Market,United Kingdom,2025-05-01,Paid Search,322.26
938,"Rios, Walker and Wright",Healthcare,Mid-Market,United States,2025-06-01,Organic,56.1
939,"Flores, Mckenzie and Duncan",Legal,Enterprise,United States,2025-05-01,Outbound Sales,701.06
940,Shaw Inc,Edtech,Small,United Kingdom,2025-06-01,Organic,17.64
941,Walker PLC,Hospitality,Mid-Market,United States,2025-01-01,Organic,59.41
942,Finley Inc,Retail,Mid-Market,United States,2025-06-01,Referral,84.38
943,Cline-Ayala,Logistics,Mid-Market,United Kingdom,2025-09-01,Outbound Sales,481.4
944,Murphy-Tran,Hospitality,Small,Australia,2024-12-01,Organic,60.8
945,Wood LLC,Logistics,Small,India,2025-11-01,Paid Search,581.02
946,"Mueller, Stevenson and Sanchez",Healthcare,Mid-Market,United States,2025-12-01,Partner,293.46
947,Vargas-Snyder,Fintech,Mid-Market,India,2025-02-01,Organic,53.93
948,Oconnor PLC,Manufacturing,Small,United States,2025-02-01,Organic,72.98
949,Hernandez Group,Manufacturing,Mid-Market,Germany,2025-06-01,Referral,137.66
950,Hall LLC,Media,Small,India,2026-02-01,Organic,48.95
951,"Franco, Wiley and Tapia",Hospitality,Mid-Market,United States,2025-09-01,Paid Search,729.56
952,Blake Group,Manufacturing,Enterprise,United States,2025-02-01,Referral,157.58
953,"Acosta, Garcia and Moreno",Healthcare,Mid-Market,Australia,2025-09-01,Partner,204.41
954,Barnes Inc,Legal,Small,India,2025-07-01,Paid Search,492.7
955,Dawson Inc,Legal,Small,India,2025-04-01,Organic,43.48
956,Morse PLC,Hospitality,Small,United Kingdom,2025-05-01,Paid Search,507.02
957,Haynes-Watson,Fintech,Small,United States,2025-06-01,Outbound Sales,901.04
958,"Miller, Davis and Anderson",Media,Small,United States,2025-09-01,Paid Search,542.24
959,Jones-Bradley,Manufacturing,Small,United States,2026-01-01,Referral,116.82
960,Bates-Anderson,Fintech,Small,India,2026-03-01,Referral,171.14
961,Green-Edwards,Hospitality,Small,India,2025-05-01,Organic,41.06
962,Haynes-Moss,Legal,Small,United States,2025-10-01,Referral,101.7
963,Chavez-Hall,Retail,Small,United States,2024-11-01,Partner,388.32
964,Taylor PLC,Fintech,Mid-Market,United States,2025-05-01,Paid Search,426.08
965,Moore and Sons,Real Estate,Small,United States,2025-07-01,Paid Search,418.91
966,Owens-Russell,Fintech,Mid-Market,Canada,2025-10-01,Outbound Sales,716.39
967,"Howard, Townsend and Hayes",Legal,Small,United Kingdom,2025-07-01,Organic,40.89
968,Baker-Wilson,Manufacturing,Enterprise,United States,2025-10-01,Paid Search,691.7
969,Aguirre LLC,Fintech,Small,India,2024-11-01,Outbound Sales,1108.55
970,"Terry, Williams and Huff",Hospitality,Small,Germany,2025-04-01,Referral,186.13
971,Hernandez-Dawson,Hospitality,Small,United States,2024-12-01,Outbound Sales,1208.26
972,Foster-Williams,Legal,Small,Australia,2025-08-01,Referral,71.01
973,Green-Ewing,Legal,Enterprise,United Kingdom,2025-07-01,Paid Search,487.0
974,Crane Group,Hospitality,Small,United States,2025-07-01,Paid Search,544.54
975,"Adkins, Wright and Murray",Real Estate,Mid-Market,United Kingdom,2026-01-01,Referral,92.57
976,Martinez Inc,Manufacturing,Small,United States,2025-05-01,Referral,102.72
977,Anderson Group,Healthcare,Mid-Market,India,2025-04-01,Organic,46.37
978,Parks-Pace,Hospitality,Small,India,2025-05-01,Organic,45.48
979,Aguilar LLC,Retail,Enterprise,Germany,2025-05-01,Partner,305.98
980,Johnson Inc,Logistics,Enterprise,Germany,2025-04-01,Organic,39.26
981,Orr Group,Retail,Small,Australia,2025-09-01,Referral,136.76
982,Davis LLC,Real Estate,Enterprise,United Kingdom,2025-04-01,Partner,286.94
983,Williams Group,Legal,Small,Germany,2025-02-01,Referral,115.15
984,Jackson PLC,Fintech,Mid-Market,Canada,2025-03-01,Referral,101.25
985,Underwood-Foster,Retail,Small,United States,2026-04-01,Partner,379.11
986,Reyes Group,Edtech,Mid-Market,United States,2026-02-01,Paid Search,428.98
987,Gomez and Sons,Real Estate,Small,India,2025-04-01,Paid Search,355.43
988,Ramirez-Stephenson,Media,Small,India,2025-03-01,Organic,59.37
989,Mendez PLC,Media,Small,United States,2025-04-01,Referral,170.53
990,Holland Group,Media,Small,India,2025-09-01,Paid Search,562.5
991,Andrade-Mendoza,Hospitality,Small,United Kingdom,2025-08-01,Organic,51.93
992,Ramirez and Sons,Retail,Mid-Market,Australia,2025-06-01,Referral,118.73
993,Gonzalez-Wilkerson,Legal,Enterprise,Germany,2025-10-01,Paid Search,184.8
994,"Wright, Mcknight and Stephens",Legal,Small,United States,2025-08-01,Partner,261.38
995,Mayo Ltd,Real Estate,Mid-Market,India,2024-12-01,Paid Search,421.9
996,Castillo-Harrington,Manufacturing,Small,United States,2025-06-01,Outbound Sales,971.73
997,Durham-Shaw,Real Estate,Small,India,2025-03-01,Partner,228.65
998,Nelson-Johnson,Legal,Small,Germany,2025-03-01,Paid Search,382.06
999,"Robinson, Huang and Osborne",Logistics,Enterprise,United States,2025-02-01,Outbound Sales,600.93
1000,Stokes Group,Real Estate,Small,United Kingdom,2025-05-01,Outbound Sales,886.23
1001,"Howard, Silva and Hall",Edtech,Mid-Market,United Kingdom,2024-12-01,Organic,48.78
1002,Garcia Ltd,Legal,Small,United States,2025-05-01,Partner,216.9
